4303S0445COIL,.445 303SS (1/2-13) STAINLESS COIL .444-.446,4MAT
4303S0937144HEX,15/16'' x 12' 1018 HEX BAR 303 STAINLESS STEEL,4MAT
4303S2000HEX,2'' X 12' 303 STAINLESS HEX,4MAT
4304087144HEX,7/8 X 12' 304 STAINLESS HEX,4MAT
4304112144HEX,1 1/8 X 12' 303 STAINLESS STEEL HEX BAR,4MAT
4304125144HEX,1 1/4 X 12' 304 STAINLESS HEX,4MAT
4304162144HEX,1 5/8 X 12' 304 STAINLESS HEX,4MAT
4304S0125144,1/8 304SS X 12' STAINLESS ROUND,4MAT
4304S0166COIL,.166 304SS (10-32) X STAINLESS COIL .166-.168,4MAT
4304S0216162,.216 304SS (1/4-20) X 162'' ROUND STAINLESS,4MAT
4304S0216COIL,.216 304SS (1/4-20) X STAINLESS COIL .213-.216,4MAT
4304S0216COILIMP,.216 304SS (1/4-20) X STAINLESS COIL .213-.216,4MAT
4304S0272144,.274 ROUND x 12' 304 STAINLESS STEEL (5/16-18) .272-.274,4MAT
4304S0272COIL,.274 304SS (5/16-18) X STAINLESS COIL .272-.274,4MAT
4304S0281144,.281 304SS (5/16-24) X 12' STAINLESS .283-.281,4MAT
4304S0281COIL,.281 304SS (5/16-24) STAINLESS COIL .283-.281,4MAT
4304S0312144,5/16 304SS X 12' STAINLESS ROUND,4MAT
4304S0331144,.331 x 12ft  -  304 STAINLESS .329-.331  ( 3/8-16 ),4MAT
4304S0331COIL,.331 304SS (3/8-16) X STAINLESS COIL .329-.331,4MAT
4304S0335144,3/8-16 X 12' STAINLESS STEEL .334-335,4MAT
4304S0351COIL,.351 304SS (M10-1.5) X STAINLESS COIL .351,4MAT
4304S0375144,3/8 X 144'' 304 SS ROUND,4MAT
4304S0387COIL,.387 304SS (7/16-14) X COIL STAINLESS,4MAT
4304S0402COIL,.402 304SS (7/16-20) STAINLESS COIL .402-.400,4MAT
4304S0422COIL,.422 304SS (12mm-1.75) STAINLESS COIL .422-.424,4MAT
4304S0437144,7/16'' X 144'' 304 SS ROUND,4MAT
4304S0445072S,.445 X 72''  ROUND 304 STAINLESS STEEL,4MAT
4304S0445144DOM,.445 x 12'  ROUND 304 STAINLESS STEEL DOMESTIC  ( .444 - .447 ),4MAT
4304S0445144S,.445 X 144''  ROUND 304 STAINLESS STEEL DOMESTIC,4MAT
4304S0445COIL,.445 304SS (1/2-13) STAINLESS COIL .444-.446,4MAT
4304S0445COILIMP,.445 304SS (1/2-13) STAINLESS COIL .444-.446 IMPORT,4MAT
4304S0447144,.447 304 SS X 12' ROUND .444-.447,4MAT
4304S0460144,.460 304 SS X 12' STAINLESS ROUND,4MAT
4304S0500048,.500 X 48.00'' STAINLESS ROUND,4MAT
4304S0500144,.500 X 12' Full Dia. ROUND STAINLESS STEEL 304,4MAT
4304S0500240,.500 x 240'' 304 STAINLESS ROUND,4MAT
4304S0500COIL,.500 304SS X COIL,4MAT
4304S050144,.500 304 SS X 12' STANLESS ROUND,4MAT
4304S050144S,.445 x 12'' (1/2-13) 304 STAINLESS STEEL,4MAT
4304S0560108,.560 304SS (5/8-11) X 9' STAINLESS ROUND  .559-.562,4MAT
4304S0560120,.560 304SS (5/8-11) X 10' STAINLESS .559 - .562,4MAT
4304S0560123,.560 304SS (5/8-11) X 123'' STAINLESS,4MAT
4304S0560144,.560 304SS (5/8-11) X 12' STAINLESS ROUND  .559-.562,4MAT
4304S0560144DOM,.560 304SS (5/8-11) X 12' STAINLESS ROUND  .559-.562 DOMESTIC WITH CERTS & TRACEABILITY,4MAT
4304S0560156,.560 304SS (5/8-11) X 13' STAINLESS ROUND  .559-.562,4MAT
4304S0560168,.560 304SS (5/8-11) X 14' STAINLESS ROUND  .559-.562,4MAT
4304S0560180,.560 304SS (5/8-11) x 15' STAINLESS ROUND  .559-.562,4MAT
4304S0560192,.560 304SS (5/8-11) X 16' STAINLESS ROUND  .559-.562,4MAT
4304S0560240,.560 304SS (5/8-11) X 20' STAINLESS ROUND  .559-.562,4MAT
4304S0620144,.625 304SS (5/8-11) X 12' STAINLESS ROUND,4MAT
4304S0660144,.660 304 STAINLESS (3/4-6 ACME) X 12' ROUND .660-.655,4MAT
4304S0675120,.675 304SS (3/4 COIL) X 10' ROUND  .670-.675,4MAT
4304S0675144,.675 304SS (3/4 COIL) X 12' ROUND  .670-.675,4MAT
4304S0675240,.675 304SS (3/4 COIL) X 20' ROUND  .670-.675,4MAT
4304S0680044,.680 304SS (3/4-10) x 44 1/2'' STAINLESS ROUND .679-.682,4MAT
4304S0680078,.680 304SS (3/4-10) X 78'' STAINLESS ROUND .679-.682,4MAT
4304S0680084,.680 304SS (3/4-10) X 84'' STAINLESS ROUND .679-.682,4MAT
4304S0680088,.680 304SS (3/4-10) x 88'' STAINLESS ROUND .679-.682,4MAT
4304S0680089,.680 304SS (3/4-10) X 89'' STAINLESS ROUND .679-.682,4MAT
4304S0680091,.680 304SS (3/4-10) x 91'' STAINLESS ROUND .679-.682,4MAT
4304S0680093,.680 304SS (3/4-10) X 93'' STAINLESS ROUND .679-.682,4MAT
4304S0680096,.680 304SS (3/4-10) x 96'' STAINLESS ROUND .679-.682,4MAT
4304S0680100,.680 304SS (3/4-10) x 100'' STAINLESS ROUND .679-.682,4MAT
4304S0680103,.680 304SS (3/4-10) x 103'' STAINLESS ROUND .679-.682,4MAT
4304S0680106,.680 304SS (3/4-10) x 106'' STAINLESS ROUND .679-.682,4MAT
4304S0680108,.680 304SS (3/4-10) X 9' STAINLESS ROUND .679-.682,4MAT
4304S0680120,.680 304ss (3/4-10) x 10' STAINLESS ROUND .679-.682,4MAT
4304S0680125,.680 304SS (3/4-10) x 125'' STAINLESS ROUND .679-.682,4MAT
4304S0680127,.680 304SS (3/4-10) x 127'' STAINLESS ROUND .679-.682,4MAT
4304S0680130,.680 304SS (3/4-10) x 130'' STAINLESS ROUND .679-.682,4MAT
4304S0680132,.680 304SS (3/4-10) x 132'' STAINLESS ROUND .679-.682,4MAT
4304S0680135,.680 304SS (3/4-10) x 135'' STAINLESS ROUND .679-.682,4MAT
4304S0680137,.680 304SS (3/4-10) x 137'' STAINLESS ROUND .679-.682,4MAT
4304S0680140,.680 304SS (3/4-10) x 140'' STAINLESS ROUND .679-.682,4MAT
4304S0680142,.680 304SS (3/4-10) x 142'' STAINLESS ROUND .679-.682,4MAT
4304S0680144,.680 304SS (3/4-10) X 12' STAINLESS ROUND .679-.682,4MAT
4304S0680144DOM,.680 304SS X 12' STAINLESS ROUND .679-.682 DOMESTIC WITH CERTS,4MAT
4304S0680145,.680 304SS ( 3/4-10 ) X 145'' STAINLESS    +/- 1/16,4MAT
4304S0680147,.680 304SS (3/4-10) x 147'' STAINLESS ROUND .679-.682,4MAT
4304S0680149,.680 304SS (3/4-10) x 149'' STAINLESS ROUND .679-.682,4MAT
4304S0680150,.680 304SS (3/4-10) x 150'' STAINLESS ROUND .679-.682,4MAT
4304S0680152,.680 304SS (3/4-10) x 152'' STAINLESS ROUND .679-.682,4MAT
4304S0680153,.680 304SS (3/4-10) x 153'' STAINLESS ROUND .679-.682,4MAT
4304S0680156,.680 304SS (3/4-10)  x 156'' STAINLESS ROUND .679-.682,4MAT
4304S0680162,.680 304SS (3/4-10) X 162'' STAINLESS ROUND .679-.682,4MAT
4304S0680168,.680 304SS (3/4-10)  X 168'' STAINLESS ROUND .679-.682,4MAT
4304S0680180,.680 304SS (3/4-10)  X 180'' STAINLESS ROUND .679-.682,4MAT
4304S0680192,.680 304SS (3/4-10) X 192'' STAINLESS ROUND .679-.682,4MAT
4304S0680205,.680 304SS (3/4-10) X 205'' STAINLESS ROUND,4MAT
4304S0680216,.680 304SS (3/4-10) X 216'' STAINLESS ROUND .679-.682,4MAT
4304S0680240,.680 304SS (3/4-10) X 20' STAINLESS ROUND .679-.682,4MAT
4304S0680252,.680 304SS (3/4-10) X 21' STAINLESS ROUND .679-.682,4MAT
4304S0680288,.680 304SS (3/4-10) X 24' STAINLESS ROUND .679-.682,4MAT
4304S0750120,.750  304SS (3/4-10) X 120'' STAINLESS ROUND,4MAT
4304S0750144,.750 304SS X 144'' STAINLESS ROUND,4MAT
4304S0750156,.750 304SS X 156'' STAINLESS ROUND,4MAT
4304S0775120,.775 304SS ROUND .770-.775 DIAMETER,4MAT
4304S0799132,.799 304SS (7/8-9) X 11' STAINLESS ROUND .796-.799,4MAT
4304S0799144,.799 304SS (7/8-9) X 12' STAINLESS ROUND .796-.799,4MAT
4304S0799240,.799 304SS (7/8-9) X 20' STAINLESS ROUND .796-.799,4MAT
4304S0875144,.875 304SS X 144'' STAINLESS STEEL ROUND,4MAT
4304S0875240,.875 304SS (7/8-9) X 20' STAINLESS ROUND,4MAT
4304S0885144,.885 ROUND X 12' 304 STAINLESS STEEL,4MAT
4304S0905144,.905 304SS (1'' COIL/ACME) X 12' ROUND STAINLESS (.903 - .907),4MAT
4304S0910144,.912 304SS (1-8) X 12' STAINLESS ROUND,4MAT
4304S0910168,.910 304 SS (1-8) X 14' STAINLESS ROUND,4MAT
4304S0910180,.910 304 SS (1-8) X 15' STAINLESS ROUND,4MAT
4304S0910240,.912 304SS (1-8) X 20' STAINLESS ROUND,4MAT
4304S0912144D,.912 304SS (1-8) X 12' STAINLESS ROUND ( .912 - .915 )  DOMESTIC,4MAT
4304S0937144HEX,15/16'' x 12' 303 STAINLESS STEEL HEX BAR,4MAT
4304S0984144,.894 x 12' STAINLESS STEEL ROUND .984 +.000 -.002,4MAT
4304S1000144,1.00''  304SS (1-8) X 144'' STAINLESS ROUND,4MAT
4304S1130144,1-1/8'' X 12' 304 STAINLESS STEEL ROUND,4MAT
4304S1140240,1.145 304SS (1 1/4-7) X 20' STAINLESS ROUND,4MAT
4304S1150144,1.150 304SS ( 1 1/4-3 1/2 COIL ) X 12' STAINLESS ROUND,4MAT
4304S1150144D,1.150 304SS ( 1 1/4-7 ) x 12' ROUND STAINLESS STEEL ( 1.149 - 1.151 )  DOMESTIC,4MAT
4304S1150180,1.150 304  x 15' STAINLESS ROUND ( 1.149 - 1.152 ),4MAT
4304S1150240,1.150 304SS (1 1/4-3 1/2) COIL X 20' STAINLESS ROUND,4MAT
4304S1250144,1.25  304SS (1 1/4-7) X 144''  STAINLESS ROUND,4MAT
4304S125144HEX,1 1/4 X 12' 303 STAINLESS HEX,4MAT
4304S1355144,1.355'' X 12' 304 STAINLESS STEEL ROUND,4MAT
4304S1370144,1.375 ROUND x 12' 304 STAINLESS STEEL,4MAT
4304S1370192,1.375 ROUND x 192'' 304 STAINLESS STEEL,4MAT
4304S1387144,1.387 304 SS (1 1/2-3 1/2 COIL) X 12' ROUND,4MAT
4304S150144,1 1/2'' 304SS x 144''  304 STAINLESS ROUND,4MAT
4304S150240,1 1/2'' x 240''  ROUND 304 STAINLESS STEEL (1 1/2-6),4MAT
4304S1750144,1.75 X 144'' 304S  ( 1 3/4-5 X 12') STAINLESS,4MAT
4304S2000144,2.00 X 144'' 304S  ( 2'' X 12') 304 STAINLESS,4MAT
4304S200144HEX,2'' x 12' 304 STAINLESS STEEL HEX  ALL DOMESTIC WITH CERTS - 100 % TRACEABILITY,4MAT
4304S2250144,2 1/4 X 12' 304 S/S ROUND,4MAT
4304S233240,2.331 304SS (2 1/2-4) X 20 ft.,4MAT
4304S237144HEX,2 3/8'' x 12' 304 STAINLESS STEEL HEX  ALL DOMESTIC WITH CERTS - 100 % TRACEABILITY,4MAT
4304S2375HEX,2 3/8 X 12' RANDOM 304 S/S HEX,4MAT
4304S250144,2 1/2 X 12' 304 STAINLESS ROUND,4MAT
4304S400012,4 X 12'' 304 STAINLESS ROUND,4MAT
4304SCHANNELC4-175,"C4 CHANNEL, 1 3/4 LEG, 1/4 THICK, 304 S/S X 12'",4MAT
4304SFL012100048S,1/8''(11GA) X 1'' X 48'' FLAT STRIPS 304 SS,4MAT
4304SFL012125144S,1/8'' X 1 1/4'' X 12' FLAT 304 SS,4MAT
4304SFL012150120S,1/8'' X 1 1/2'' X 10' FLAT 304 SS,4MAT
4304SFL012150144SS,1/8''(11GA) X 1 1/2'' X 12' FLAT STRIPS 304 SS,4MAT
4304SFL012200120SS,1/8 X 2 X 10' 304 S/S FLAT,4MAT
4304SFL012300120SS,1/8 X 3 X 10' 304 S/S FLAT,
4304SFL012600144S,1/8'' x 6'' x 12' FLAT 304 STAINLESS STEEL DOMESTIC,4MAT
4304SFL0180300120S,3/16'' X 3'' X 10' FLAT 304 STAINLESS,4MAT
4304SFL0180300144S,3/16'' X 3'' X 12' FLAT 304 STAINLESS,4MAT
4304SFL0250200120S,1/4 X 2'' X 10' FLAT 304 STAINLESS,4MAT
4304SFL0250300120S,1/4'' X 3'' X 10' FLAT 304 STAINLESS,4MAT
4304SFL0250300144S,1/4'' X 3'' X 12' FLAT 304 STAINLESS,4MAT
4304SFL0250400120S,1/4'' X 4'' X 10' FLAT 304 STAINLESS,4MAT
4304SFL0250500144S,1/4'' X 5'' X 12' FLAT 304 STAINLESS,4MAT
4304SFL025600144S,1/4'' x 6'' x 12' FLAT 304 STAINLESS STEEL DOMESTIC,4MAT
4304SFL037025144S,3/8'' x 1/4'' x 12' FLAT 304 STAINLESS STEEL DOMESTIC,4MAT
4304SFL0370500144S,3/8'' X 5'' X 12' FLAT 304 STAINLESS,4MAT
4304SFL037050144S,3/8'' x 1/2'' x 12' FLAT 304 STAINLESS STEEL DOMESTIC,4MAT
4304SFL037075144S,3/8'' x 3/4'' x 12' FLAT 304 STAINLESS STEEL DOMESTIC,4MAT
4304SFL0370800144S,3/8'' X 8'' X 12' FLAT 304 STAINLESS,4MAT
4304SFL037100144S,3/8'' x 1'' x 12' FLAT 304 STAINLESS STEEL DOMESTIC,4MAT
4304SFL037125144S,3/8'' x 1 1/4'' x 12' FLAT 304 STAINLESS STEEL DOMESTIC,4MAT
4304SFL037300144S,3/8'' X 3'' X 12' FLAT 304 STAINLESS,4MAT
4304SFL037350144S,"3/8'' x 3 1/2'' x 12' FLAT BAR 304 STAINLESS

MATERIAL CERTS REQUIRED",4MAT
4304SFL037600144S,3/8'' X 6'' X 12' FLAT 304 STAINLESS,4MAT
4304SFL050500240S,1/2'' X 5'' X 12' FLAT 304 STAINLESS,4MAT
4304SFL050600144S,1/2'' x 6'' x 12' FLAT 304 STAINLESS STEEL DOMESTIC,4MAT
4304SFL075650120S,1 x 6.50 X 10' FLAT STAINLESS STEEL BAR,4MAT
4304SFL100500144S,1 X 5 X 12' STAINLESS STEEL FLAT BAR,4MAT
4304SFL100600144S,1'' x 6'' x 12' FLAT 304 STAINLESS STEEL DOMESTIC,4MAT
4304SLFL05009001300,1/2 X 9 X 13 304L STAINLESS STEEL PLATE,4MAT
4304SO445144,.445 (1/2-13) 304 X 144'' STAINLESS ROUND,4MAT
4304SSQ100100144,1 X 1 X 12' SQUARE BAR 304 S/S,4MAT
43160125144HEX,1 1/4 X 12' HEX 316 S/S,4MAT
4316LS045144,.445 316SS (1/2-13 X 12') STAINLESS STEEL ROUND .444-.446,4MAT
4316LS0560144,.560 316SS (5/8-11) X 16' STAINLESS ROUND  .559-.562,4MAT
4316LS0914144,".914 316L SS  (1-8) X 12' STAINLESS ROUND 

DOMESTIC WITH CERTS",4MAT
4316S0272COIL,.274 316SS (5/16-18) X STAINLESS COIL .272-.274,4MAT
4316S0274144,.274 316SS (5/16-18) X 12' ROUND (.275-.273),4MAT
4316S0281COIL,.281 316SS (5/16-24) STAINLESS COIL .283-.281,4MAT
4316S0331144,.331 316SS (3/8-16) X 12'  STAINLESS ROUND,4MAT
4316S0331COIL,.331 316 SS (3/8-16) STAINLESS COIL .329-.331,4MAT
4316S0445COIL,.445 316SS (1/2-13) STAINLESS COIL .444-.446,4MAT
4316S0500COIL,.500 316SS STAINLESS COIL,4MAT
4316S0560192,.560 316SS (5/8-11) X 16' STAINLESS ROUND  .559-.562,4MAT
4316S0645144,.645 X 12' 316SS (3/4-6 ACME) STAINLESS ROUND,4MAT
4316S0680144,".680 316SS (3/4-10) X 12' STAINLESS ROUND .679-.682 

DOMESTIC WITH CERTS",4MAT
4316S0680144DOM,.680 316SS DOMESTIC (3/4-10) X 12' STAINLESS ROUND .679-.682,4MAT
4316S0750072,3/4'' 316SS (3/4-10) X 6' STAINLESS ROUND,4MAT
4316S087144,7/8 X 12' 316 STAINLESS ROUND,4MAT
4316S0914144,.912 316 SS  (1-8) X 12' STAINLESS ROUND,4MAT
4316S100144S,1.00 x 12ft 316 STAINLESS ROUND  BAR,4MAT
4316S102144S,1.028 X 12' STAINLESS ROUND (1 1/8-7),4MAT
4316S112144,1 1/8 X 12' 316 STAINLESS ROUND,4MAT
4316S1150144,1.150 316 SS ( 1 1/4-7 ) X 12' STAINLESS ROUND,4MAT
4316S1370120,"1.375 316SS (1 1/2-6) X 10' STAINLESS ROUND
CHEMICAL CERTS ONLY",4MAT
4316S1370144,1.375 316SS (1 1/2-6) X 12' STAINLESS ROUND,4MAT
4316S175144,1.75 316SS (1 3/4-5) X 12' STAINLESS,4MAT
4410S0272144ANN,.274 410 STAINLESS STEEL (5/16-18) X 144'' ANNEALED,4MAT
4410S0272COILANN,.274 410 STAINLESS STEEL (5/16-18) X COIL ANNEALED,4MAT
4410S0387COIL,.387 410SS (7/16-14) X COIL STAINLESS,4MAT
441400200144HT,2'' x 12' 4140/4142 CF ROUND HEAT TREATED,4MAT
441400250144A,1/4'' ROUND CR 4140 x 144'' ANNEALED,4MAT
441400332144,.332 CR 4140 (3/8-16) X 144'' ANNEALED ROUND +.000 -.002,4MAT
44140037144,3/8 X 12' 4140 ANNEALED ROUND,4MAT
441400375144A,3/8'' ROUND CR 4140 x 144'' ANNEALED,4MAT
441400437144,.437 CR 4140 (7/16) X 144'' ANNEALED ROUND +.000 -.002,4MAT
441400445144,.447 CR 4140 (1/2-13) X 144'' ANNEALED ROUND +.000 -.002,4MAT
441400500144,1/2 X 12FT 4140,4MAT
441400545144,.552 CR ROUND 4140 ANNEALED x 12'  +.000 -.003,4MAT
441400555144,.555 +.000 -.003 CR 4140 ANLD ROUND x 12' (5/8-8 ACME),4MAT
441400562144,.562 4140 ANNEALED x 12' ROUND +.003/-.000  ( M16-2g ),4MAT
441400563144,.563 CR 41L40 (5/8-11) X 144'' ROUND +.000 / -.0015,4MAT
441400585144,.586 CR ROUND 4140 ANNEALED x 144'' +.000/-.003,4MAT
441400645144,.645 CR 4140 ANNEALED (3/4-6 ACME) X 12/13' ROUND .643 -.646,4MAT
441400655144,.645 CR 4140/4142 Heat Treated B7  (3/4-6 ACME) X 12' ROUND  .643-.646,4MAT
441400680240,.680 CD ANN ROUND 4140 (3/4-10) X 20' ( .679-682 ),4MAT
441400680240QT,.680 CD QT ROUND 4140 (3/4-10) X 20' ( .679-682 ),4MAT
441400682144,.682 CR 4140 (3/4-10) X 12' ROUND .679-682,4MAT
441400682288,.682 CR 4140 (3/4-10) X 24' ROUND .679-682,4MAT
441400750144,3/4'' x 12' 4140 ROUND ANNEALED,4MAT
441400775144,.775 CR 4140 (7/8-6 ACME) X 12' +.000/-.005,4MAT
441400875144,7/8'' x 12' 4140 HR ROUND ANNEALED,4MAT
441400875144HT,7/8'' x 12' 4140/4142 CF ROUND HEAT TREATED,4MAT
441400875240,7/8'' x 20' 4140 HR ROUND ANNEALED,4MAT
441400885144HT,.885 HEAT TREATED 4140 x 12' ROUND .873-.890  (1-5 ACME),4MAT
4414009312144,".9312 X 144.00 4140 ROUND (1-8 ACME)
ROCKWELL 28-32

.9158 MIN / .9312 MAX",4MAT
44140100144,1'' X 12' 4140 ANNEALED,4MAT
44140100240,1'' X 20' 4140 HR ROUND HT,4MAT
44140112144HEXA,1 1/8 x 12' HEX BAR 4140 ANNEALED,4MAT
44140112240,1 1/8'' X 20' 4140 HR ROUND,4MAT
44140125144HEX,1 1/4 X 12' 4140 HEX (ANNEALED),4MAT
441401355144,1.355 4140 annealed  (1 1/2-4 ACME) X 12' ROUND 1.345-1.360,4MAT
44140137144,1 3/8 x 12 FOOT 4140 ANNEALED,4MAT
44140137144HT,1 3/8 ROUND CF x 12' 4140 HEAT TREATED,4MAT
441401500144,1 1/2 X 12 FT 4140 HEAT TREATED,4MAT
44140150144,1 1/2'' x 12 FOOT 4140 ANNEALED,4MAT
441401502390432,"2 1/2-P x 36' ETD EQUAL (2.3250-2.3290)
MUST MEET 150 KSI YEILD",
44140150288,1 1/2'' X 24' 4140 HR ROUND,4MAT
44140162144HEXA,1 5/8 x 12' HEX BAR 4140 ANNEALED,4MAT
44140175144,1 3/4'' x 12 FOOT ROUND 4140/4142 ANNEALED,4MAT
44140187144,"1 7/8'' x 12 FOOT ROUND 4140 ANNEALED 

SOLD BY THE FOOT",4MAT
44140200144,2'' x 12 FOOT 4140 ANNEALED (PER FOOT),4MAT
44140212144,2 1/8 X 12' 4140 ANNLD ROUND,4MAT
44140237144HEXA,2-3/8'' x 12' HEX BAR 4140 ANNEALED,4MAT
44140250144,2-1/2'' x 12 FOOT 4140 ANNEALED -,4MAT
44140275144,2 3/4'' x 12' 4140 ANNLD ROUND  ( CERTS REQUIRED ),4MAT
44140400144,4'' X 12' 4140 ANNLD ROUND,4MAT
44140400240SQ,4'' X 20' 4142 SQUARE HR HT RD CORNER,4MAT
44140400INCH,4'' 4140 ANNLD ROUND (INVENTORIED BY THE INCH),4MAT
44140A300144,3'' x 12' 4140 ANNEALED ROUND,4MAT
441420620144,.625 ROUND x 144'' CF 4142 HEAT TREATED S/R A193 Gr. B7,4MAT
441420950144,.950 CR 4142 (1-14) X 144'' ANNEALED ROUND .9463-.9519,4MAT
441L40137144HT,1 3/8 ROUND CF x 12' 41L40 HEAT TREATED,4MAT
441L401375144HT,1-3/8 X 144'' 41L40 HT,4MAT
451600854204,.854 5160  (1-4 ACME) X 17' ROUND .843 - .865,4MAT
4606102000400144,2'' X 4'' X 144'' ALUM 6061 BAR,4MAT
46061075144,3/4 x 12' 6061-T6 ALUMINUM ROUND,4MAT
46150750180,".750 CR A615 (3/4-5) X 18' ROUND Tol=0.750 +.000/-.003
Must Meet Min 75,000 Tensile KSI",4MAT
46150750240,".750 CR A615 (3/4-5) X 20' ROUND Tol=0.750 +.000/-.003
Must Meet Min 75,000 Tensile KSI",4MAT
46151000192,"1.00CR A615 (1-4) X 16' ROUND Tol=1.00 +.000/-.003
Must Meet Min 75,000 Tensile KSI",4MAT
46151000360,"1.00 CR A615 (1-4) X 36' ROUND Tol=1.00+.000/-.003
Must Meet Min 75,000 Tensile KSI",4MAT
4630S0445144S,.445 630SS X 144'' (1/2-13) STAINLESS .444-.446,4MAT
47NUT075NCHJG,3/4-10 HEAVY HEX JAM NUT HOT DIP GALVANIZED,4FAST
4A1-42029,"1/2-13 X 5.56 TRI-BEND U-BOLT  ZINC  C1018

**QUOTED TOL. -- +/- .060**

**PER PRINT**",4CUST
4A1-42029B,"1/2-13 X 5.56 TRI-BEND U-BOLT  PLAIN  C1018

**QUOTED TOL. -- +/- .060**

**PER PRINT**",4CUST
4A354BD150144,1 1/2'' x 12' A354-BD,4MAT
4A4490560240,.560 CD A449 ROUND X 20',4MAT
4A4490680288,.680 CD A449 ROUND X 24',4MAT
4A4490750288,3/4 HR A449 X 24' ROUND,4MAT
4A4490799288,7/8-9 HR A449 X 24' ROUND   797-.800,4MAT
4A4490875288,7/8-9 FD HR A449 X 24' ROUND,4MAT
4A4490910240,.910 CD A449 ROUND X 20',4MAT
4A4490913288,.913 CD A449 ROUND X 24',4MAT
4A4491000027,1'' x 27'' A449,4MAT
4A4491000144,1'' HR A449 X 12' ROUND,4MAT
4A4491000288,1'' HR A449 X 24' ROUND,4MAT
4A4491145240,1.145 CD A449 ROUND X 20/23',4MAT
4A4491250288,1-1/4'' HR A449 X 24' ROUND,4MAT
4A4491375240,1.375 HR/CD A449 ROUND X 20',4MAT
4A4491375288,1.375 HR/CD A449 ROUND X 24',4MAT
4A4491500034,1-1/2 x 34'' A449,4MAT
4A4491500288,1 1/2'' HR A449 X 24' ROUND,4MAT
4A4491750288,1-3/4'' HR A449 X 24' ROUND,4MAT
4A4492000288,2'' A449 X 24' ROUND,4MAT
4A4492250240,2 1/4'' HR A449 X 20' ROUND,4MAT
4A4492250288,2 1/4'' HR A449 X 24' ROUND,4MAT
4A4492500288,2 1/2'' HR A449 X 24' ROUND,4MAT
4A49011500288,1.150 HR/CD A490 ROUND X 24',4MAT
4A49012500288,1.250 HR/CD A490 ROUND X 24',4MAT
4A4901375204,1.375 HR/CD A490 ROUND X 17',4MAT
4A588100240,1'' X 20' A588 (WEATHERING STEEL) ROUND,4MAT
4A5881500240,"1 1/2'' HR A588 x 20' ROUND
CORTEN WEATHERING STEEL",4MAT
4A588200240,2'' X 20' A588 (WEATHERING STEEL) ROUND,4MAT
4A615062240B,#5 REBAR X 20' A615 PLAIN,4MAT
4A615075240B,#6 REBAR X 20' A615 PLAIN,4MAT
4A6151250288G75,1 1/4'' X 24' A615 GR 75 HOT ROLLED ROUND,4MAT
4A6151250360G75,1 1/4'' X 30' A615 GR 75 HOT ROLLED ROUND,4MAT
4A6151257240,1.257 CD A615 ROUND (1-3/8 - 6) X 20',4MAT
4A6151375240G90,1 3/8'' X 20' A615 GR 90 HOT ROLLED ROUND,4MAT
4A706062031B,#5 REBAR x 31'' A706 PLAIN  ( 5/8 ),4MAT
4A706075031B,#6 REBAR x 31'' A706 PLAIN  ( 3/4 ),4MAT
4A709A/50W050040024000,1/2 X 4.00'' X 240.00'' FLAT BAR PLAIN A709/A GRADE 50W,4MAT
4A7221260360,1.26 T&P O&T RD A722  GR150 X 30',4MAT
4AA-ABH062C1204BH-NW,"5/8-11 x 12'' HEADED ANCHOR BOLT PLAIN 
T=4.00      T=2.00 TWO HHN AND USS FW TACK",4ABH
4AA-ABH075C1806BH-NP,"3/4-10 x 18'' HEADED ANCHOR BOLT PLAIN 1554-55
T=6.00      T=3.00 TWO HVY HEX NUTS AND PLATE TACK",4ABH
4AB-ABH075C1306BH,"3/4-10 x 13'' HEADED ANCHOR BOLT PLAIN 1554-55
T=6.00      T=1.00 NUT TACKED",4ABH
4ABB0250402B,1/4 X 4 BENT ANCHOR BOLT PLAIN 1018,4ABB
4ABB025C080103B2,"1/4-20 X 8.75'' BENT ANCHOR BOLT  ZINC  C1018
LL=8.75'' (O.D.)       SL=1.00'' (O.D.)      T=3.00''",4ABB
4ABB031C040100,"5/16-18 X 3.25'' BENT ANCHOR BOLT  PLAIN  C1018 
LL=3.25'' (I.D.)        SL=.75'' (I.D.)     T=2.75''
**w/.109 DRILLED (3/8 CENTER) ON SHORT LEG**",4ABB
4ABB031C040101,"5/16-18 X 4'' BENT ANCHOR BOLT PLAIN C1018 
LL=4.00''     SL=1.62''     T=1.75''     T=.87",4ABB
4ABB031C120302B2,5/16-18 x 12'' BENT ANCHOR BOLT PLAIN 1018    SL=3''    T=2.00'',4ABB
4ABB037060202,"3/8-16 X 6''  BENT ANCHOR BOLT PLAIN  C1018
LL=6.00''      SL=2.00''      T=2.00''",4ABBS
4ABB037080202,"3/8-16 X 8''  BENT ANCHOR BOLT PLAIN C1018
LL=8.00''     SL=2.00''       T=2.00''",4ABB
4ABB037100202,"3/8-16 X 10''  BENT ANCHOR BOLT PLAIN C1018
LL=10.00      SL=2.00      T=2.00",4ABBS
4ABB037C040102G5,"3/8-16 X 4'' BENT ANCHOR BOLT HDG C1541
L=4.00''     SL=1.87''     T=2.50''",4ABB
4ABB037C040301,"3/8-16 X 4'' BENT ANCHOR BOLT  ZINC  C1018
LL=4.00'' (+/- .25)    SL=1.00'' (+/- .25)      T=3.50'' (AS MUCH THREAD AS POSSIBLE.)

**PER PRINT**",4ABB
